TransactionAmount,RecipientCommitteeParty,DonorCity,DonorState,DonorZipCode,ID,
500,Democratic,ALEXANDRIA,VA,22301,51013,
250,Republican,ALEXANDRIA,VA,22301,51013,
500,Republican,ALEXANDRIA,VA,22301,51013,
1000,,ALEXANDRIA,VA,22301,51013,
700,,ALEXANDRIA,VA,22301,51013,
300,,ALEXANDRIA,VA,22301,51013,
1000,Republican,ALEXANDRIA,VA,22301,51013,
1000,Republican,ALEXANDRIA,VA,22301,51013,
500,Republican,ALEXANDRIA,VA,22301,51013,
500,Republican,ALEXANDRIA,VA,22301,51013,
1000,Republican,ALEXANDRIA,VA,22301,51013,
2600,Republican,ALEXANDRIA,VA,22301,51013,
2500,Republican,ALEXANDRIA,VA,22301,51013,
250,Democratic,ALEXANDRIA,VA,22301,51013,
300,Republican,ALEXANDRIA,VA,22301,51013,
700,Republican,ALEXANDRIA,VA,22301,51013,
1000,Republican,ALEXANDRIA,VA,22301,51013,
500,Democratic,ALEXANDRIA,VA,22301,51013,
500,Republican,ALEXANDRIA,VA,22301,51013,
1000,Republican,ALEXANDRIA,VA,22301,51013,
500,Democratic,ALEXANDRIA,VA,22301,51013,
500,,ALEXANDRIA,VA,22301,51013,
250,Republican,ALEXANDRIA,VA,22301,51013,
500,Democratic,ALEXANDRIA,VA,22301,51013,
250,Democratic,ALEXANDRIA,VA,22301,51013,
200,Democratic,ALEXANDRIA,VA,22301,51013,
2400,Democratic,ALEXANDRIA,VA,22301,51013,
250,Democratic,ALEXANDRIA,VA,22301,51013,
500,Democratic,ALEXANDRIA,VA,22301,51013,
1000,Democratic,ALEXANDRIA,VA,22301,51013,
2200,,ALEXANDRIA,VA,22301,51013,
500,,ALEXANDRIA,VA,22301,51013,
500,Republican,ALEXANDRIA,VA,22301,51013,
500,Republican,ALEXANDRIA,VA,22301,51013,
1500,,ALEXANDRIA,VA,22301,51013,
500,,ALEXANDRIA,VA,22301,51013,
1000,Democratic,ALEXANDRIA,VA,22301,51013,
500,Democratic,ALEXANDRIA,VA,22301,51013,
500,Republican,ALEXANDRIA,VA,22301,51013,
250,Republican,ALEXANDRIA,VA,22301,51013,
250,Democratic,ALEXANDRIA,VA,22301,51013,
1500,Republican,ALEXANDRIA,VA,22301,51013,
500,Democratic,ALEXANDRIA,VA,22301,51013,
500,Republican,ALEXANDRIA,VA,22301,51013,
500,Republican,ALEXANDRIA,VA,22301,51013,
1000,Republican,ALEXANDRIA,VA,22301,51013,
1000,Republican,ALEXANDRIA,VA,22301,51013,
500,Republican,ALEXANDRIA,VA,22301,51013,
500,Republican,ALEXANDRIA,VA,22301,51013,
2600,Republican,ALEXANDRIA,VA,22301,51013,
500,Democratic,ALEXANDRIA,VA,22301,51013,
1000,Republican,ALEXANDRIA,VA,22301,51013,
500,Republican,ALEXANDRIA,VA,22301,51013,
500,Republican,ALEXANDRIA,VA,22301,51013,
250,Republican,ALEXANDRIA,VA,22301,51013,
500,Republican,ALEXANDRIA,VA,22301,51013,
500,Republican,ALEXANDRIA,VA,22301,51013,
1000,Democratic,ALEXANDRIA,VA,22301,51013,
1000,Republican,ALEXANDRIA,VA,22301,51013,
1000,Republican,ALEXANDRIA,VA,22301,51013,
2500,Republican,ALEXANDRIA,VA,22301,51013,
1000,Democratic,ALEXANDRIA,VA,22301,51013,
500,Republican,ALEXANDRIA,VA,22301,51013,
500,Democratic,ALEXANDRIA,VA,22301,51013,
500,Republican,ALEXANDRIA,VA,22301,51013,
500,Democratic,ALEXANDRIA,VA,22301,51013,
2000,Democratic,ALEXANDRIA,VA,22301,51013,
500,Democratic,ALEXANDRIA,VA,22301,51013,
500,Democratic,ALEXANDRIA,VA,22301,51013,
250,Democratic,ALEXANDRIA,VA,22301,51013,
1000,Democratic,ALEXANDRIA,VA,22301,51013,
1000,Democratic,ALEXANDRIA,VA,22301,51013,
250,Republican,ALEXANDRIA,VA,22301,51013,
5400,,ALEXANDRIA,VA,22301,51013,
-2700,,ALEXANDRIA,VA,22301,51013,
2700,,ALEXANDRIA,VA,22301,51013,
500,,ALEXANDRIA,VA,22301,51013,
1000,Republican,ALEXANDRIA,VA,22301,51013,
250,Republican,ALEXANDRIA,VA,22301,51013,
700,Democratic,ALEXANDRIA,VA,22301,51013,
300,Democratic,ALEXANDRIA,VA,22301,51013,
500,Democratic,ALEXANDRIA,VA,22301,51013,
500,Republican,ALEXANDRIA,VA,22301,51013,
500,Republican,ALEXANDRIA,VA,22301,51013,
1000,Republican,ALEXANDRIA,VA,22301,51013,
250,Democratic,ALEXANDRIA,VA,22301,51013,
500,Republican,ALEXANDRIA,VA,22301,51013,
1000,Republican,ALEXANDRIA,VA,22301,51013,
250,Republican,ALEXANDRIA,VA,22302,51013,
500,Democratic,ALEXANDRIA,VA,22302,51013,
500,Democratic,ALEXANDRIA,VA,22302,51013,
500,Democratic,ALEXANDRIA,VA,22302,51013,
500,Democratic,ALEXANDRIA,VA,22302,51013,
250,Democratic,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
2500,,ALEXANDRIA,VA,22302,51013,
1000,,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
1000,,ALEXANDRIA,VA,22302,51013,
500,,ALEXANDRIA,VA,22302,51013,
250,,ALEXANDRIA,VA,22302,51013,
1000,,ALEXANDRIA,VA,22302,51013,
2000,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
250,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
250,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
250,Democratic,ALEXANDRIA,VA,22302,51013,
250,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
250,Democratic,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
500,Democratic,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
700,Republican,ALEXANDRIA,VA,22302,51013,
300,Republican,ALEXANDRIA,VA,22302,51013,
-500,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
500,Democratic,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
250,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
750,Democratic,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
1500,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
250,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
1500,Republican,ALEXANDRIA,VA,22302,51013,
2000,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
250,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
500,Democratic,ALEXANDRIA,VA,22302,51013,
500,Democratic,ALEXANDRIA,VA,22302,51013,
250,Democratic,ALEXANDRIA,VA,22302,51013,
2600,,ALEXANDRIA,VA,22302,51013,
2450,,ALEXANDRIA,VA,22302,51013,
2300,,ALEXANDRIA,VA,22302,51013,
2700,,ALEXANDRIA,VA,22302,51013,
250,,ALEXANDRIA,VA,22302,51013,
1000,,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
250,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
2700,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
250,Republican,ALEXANDRIA,VA,22302,51013,
250,Republican,ALEXANDRIA,VA,22302,51013,
250,Democratic,ALEXANDRIA,VA,22302,51013,
250,,ALEXANDRIA,VA,22302,51013,
2000,,ALEXANDRIA,VA,22302,51013,
2000,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
500,Democratic,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
2500,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
2500,Republican,ALEXANDRIA,VA,22302,51013,
200,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
2500,Republican,ALEXANDRIA,VA,22302,51013,
300,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
250,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
2500,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
250,Democratic,ALEXANDRIA,VA,22302,51013,
313,Republican,ALEXANDRIA,VA,22302,51013,
250,Republican,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
250,Democratic,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
250,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
250,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
500,Democratic,ALEXANDRIA,VA,22302,51013,
1500,Republican,ALEXANDRIA,VA,22302,51013,
2500,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
250,Democratic,ALEXANDRIA,VA,22302,51013,
500,Democratic,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
500,Democratic,ALEXANDRIA,VA,22302,51013,
500,Democratic,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
500,Democratic,ALEXANDRIA,VA,22302,51013,
250,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
-2700,Republican,ALEXANDRIA,VA,22302,51013,
2700,Republican,ALEXANDRIA,VA,22302,51013,
2700,Republican,ALEXANDRIA,VA,22302,51013,
5400,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
250,,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
250,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
500,,ALEXANDRIA,VA,22302,51013,
1500,,ALEXANDRIA,VA,22302,51013,
2500,,ALEXANDRIA,VA,22302,51013,
750,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
250,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
-800,Republican,ALEXANDRIA,VA,22302,51013,
800,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
1250,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
250,Democratic,ALEXANDRIA,VA,22302,51013,
1500,Democratic,ALEXANDRIA,VA,22302,51013,
500,Democratic,ALEXANDRIA,VA,22302,51013,
250,Republican,ALEXANDRIA,VA,22302,51013,
2500,Republican,ALEXANDRIA,VA,22302,51013,
500,Republican,ALEXANDRIA,VA,22302,51013,
250,Republican,ALEXANDRIA,VA,22302,51013,
250,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
1185,Democratic,ALEXANDRIA,VA,22302,51013,
2400,Republican,ALEXANDRIA,VA,22302,51013,
2600,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
-1000,Democratic,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
-1000,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
-1000,Democratic,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
2000,,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
1000,,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
1000,,ALEXANDRIA,VA,22302,51013,
5000,Republican,ALEXANDRIA,VA,22302,51013,
2000,Republican,ALEXANDRIA,VA,22302,51013,
2500,Republican,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
2500,Democratic,ALEXANDRIA,VA,22302,51013,
200,Republican,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
1000,Democratic,ALEXANDRIA,VA,22302,51013,
1000,Republican,ALEXANDRIA,VA,22302,51013,
2700,Republican,ALEXANDRIA,VA,22303,51013,
1000,Democratic,ALEXANDRIA,VA,22303,51013,
2700,Republican,ALEXANDRIA,VA,22303,51013,
250,,ALEXANDRIA,VA,22303,51013,
350,,ALEXANDRIA,VA,22303,51013,
650,,ALEXANDRIA,VA,22303,51013,
2600,Republican,ALEXANDRIA,VA,22303,51013,
1000,Democratic,ALEXANDRIA,VA,22304,51013,
1000,Republican,ALEXANDRIA,VA,22304,51013,
500,Republican,ALEXANDRIA,VA,22304,51013,
250,Republican,ALEXANDRIA,VA,22304,51013,
250,Republican,ALEXANDRIA,VA,22304,51013,
500,,ALEXANDRIA,VA,22304,51013,
1000,Democratic,ALEXANDRIA,VA,22304,51013,
1000,Democratic,ALEXANDRIA,VA,22304,51013,
750,Republican,ALEXANDRIA,VA,22304,51013,
500,Republican,ALEXANDRIA,VA,22304,51013,
500,,ALEXANDRIA,VA,22304,51013,
2600,,ALEXANDRIA,VA,22304,51013,
-2500,,ALEXANDRIA,VA,22304,51013,
2500,,ALEXANDRIA,VA,22304,51013,
1000,,ALEXANDRIA,VA,22304,51013,
500,Republican,ALEXANDRIA,VA,22304,51013,
2500,Republican,ALEXANDRIA,VA,22304,51013,
2500,Republican,ALEXANDRIA,VA,22304,51013,
1000,Republican,ALEXANDRIA,VA,22304,51013,
1000,Republican,ALEXANDRIA,VA,22304,51013,
500,Republican,ALEXANDRIA,VA,22304,51013,
5400,Republican,ALEXANDRIA,VA,22304,51013,
-2700,Republican,ALEXANDRIA,VA,22304,51013,
250,Republican,ALEXANDRIA,VA,22304,51013,
5400,Republican,ALEXANDRIA,VA,22304,51013,
-2700,Republican,ALEXANDRIA,VA,22304,51013,
2700,Republican,ALEXANDRIA,VA,22304,51013,
2700,Republican,ALEXANDRIA,VA,22304,51013,
2700,Republican,ALEXANDRIA,VA,22304,51013,
5400,Republican,ALEXANDRIA,VA,22304,51013,
-2700,Republican,ALEXANDRIA,VA,22304,51013,
250,Republican,ALEXANDRIA,VA,22304,51013,
500,Republican,ALEXANDRIA,VA,22304,51013,
1000,Republican,ALEXANDRIA,VA,22304,51013,
500,Republican,ALEXANDRIA,VA,22304,51013,
500,Republican,ALEXANDRIA,VA,22304,51013,
1000,Republican,ALEXANDRIA,VA,22304,51013,
1000,Republican,ALEXANDRIA,VA,22304,51013,
1000,Democratic,ALEXANDRIA,VA,22304,51013,
1000,Democratic,ALEXANDRIA,VA,22304,51013,
500,Democratic,ALEXANDRIA,VA,22304,51013,
250,Democratic,ALEXANDRIA,VA,22304,51013,
500,Democratic,ALEXANDRIA,VA,22304,51013,
2700,,ALEXANDRIA,VA,22304,51013,
1000,,ALEXANDRIA,VA,22304,51013,
250,,ALEXANDRIA,VA,22304,51013,
250,,ALEXANDRIA,VA,22304,51013,
2300,,ALEXANDRIA,VA,22304,51013,
1000,Republican,ALEXANDRIA,VA,22304,51013,
250,Republican,ALEXANDRIA,VA,22304,51013,
500,,ALEXANDRIA,VA,22304,51013,
2500,Republican,ALEXANDRIA,VA,22304,51013,
2600,Republican,ALEXANDRIA,VA,22304,51013,
2700,Republican,ALEXANDRIA,VA,22304,51013,
2600,Republican,ALEXANDRIA,VA,22304,51013,
1000,Republican,ALEXANDRIA,VA,22304,51013,
250,Republican,ALEXANDRIA,VA,22304,51013,
500,Republican,ALEXANDRIA,VA,22304,51013,
1000,Democratic,ALEXANDRIA,VA,22304,51013,
2700,Democratic,ALEXANDRIA,VA,22304,51013,
500,Republican,ALEXANDRIA,VA,22304,51013,
1500,Republican,ALEXANDRIA,VA,22304,51013,
500,Republican,ALEXANDRIA,VA,22304,51013,
1000,Republican,ALEXANDRIA,VA,22304,51013,
500,Republican,ALEXANDRIA,VA,22304,51013,
250,Republican,ALEXANDRIA,VA,22304,51013,
750,Republican,ALEXANDRIA,VA,22304,51013,
250,Republican,ALEXANDRIA,VA,22304,51013,
500,Republican,ALEXANDRIA,VA,22304,51013,
1000,Republican,ALEXANDRIA,VA,22304,51013,
500,Republican,ALEXANDRIA,VA,22304,51013,
250,Republican,ALEXANDRIA,VA,22304,51013,
250,Republican,ALEXANDRIA,VA,22304,51013,
250,Republican,ALEXANDRIA,VA,22304,51013,
1000,Republican,ARLINGTON,VA,22304,51013,
2700,Democratic,ALEXANDRIA,VA,22304,51013,
500,Republican,ALEXANDRIA,VA,22304,51013,
1000,Republican,ALEXANDRIA,VA,22304,51013,
500,Republican,ALEXANDRIA,VA,22304,51013,
1000,Republican,ALEXANDRIA,VA,22304,51013,
1000,Republican,ALEXANDRIA,VA,22304,51013,
250,Democratic,ALEXANDRIA,VA,22304,51013,
250,Democratic,ALEXANDRIA,VA,22304,51013,
250,Democratic,ALEXANDRIA,VA,22304,51013,
1000,Republican,ALEXANDRIA,VA,22304,51013,
1000,Republican,ALEXANDRIA,VA,22304,51013,
250,Democratic,ALEXANDRIA,VA,22304,51013,
-250,Democratic,ALEXANDRIA,VA,22304,51013,
900,,ALEXANDRIA,VA,22304,51013,
500,,ALEXANDRIA,VA,22304,51013,
2600,Republican,ALEXANDRIA,VA,22304,51013,
250,Democratic,ALEXANDRIA,VA,22304,51013,
250,Democratic,ALEXANDRIA,VA,22304,51013,
500,Republican,ALEXANDRIA,VA,22304,51013,
250,Democratic,ALEXANDRIA,VA,22304,51013,
1000,Republican,ALEXANDRIA,VA,22304,51013,
1000,Republican,ALEXANDRIA,VA,22304,51013,
1000,Republican,ALEXANDRIA,VA,22304,51013,
2700,Republican,ALEXANDRIA,VA,22304,51013,
2700,Republican,ALEXANDRIA,VA,22304,51013,
2700,Republican,ALEXANDRIA,VA,22304,51013,
2700,Republican,ALEXANDRIA,VA,22304,51013,
1500,Republican,ALEXANDRIA,VA,22304,51013,
500,Republican,ALEXANDRIA,VA,22305,51013,
2000,Republican,ALEXANDRIA,VA,22305,51013,
1000,Republican,ALEXANDRIA,VA,22305,51013,
500,,ALEXANDRIA,VA,22305,51013,
250,,ALEXANDRIA,VA,22305,51013,
250,Democratic,ALEXANDRIA,VA,22305,51013,
250,Republican,ALEXANDRIA,VA,22305,51013,
500,Republican,ALEXANDRIA,VA,22305,51013,
500,,ALEXANDRIA,VA,22305,51013,
1000,,ALEXANDRIA,VA,22305,51013,
500,,ALEXANDRIA,VA,22305,51013,
2500,,ALEXANDRIA,VA,22305,51013,
750,Republican,ALEXANDRIA,VA,22305,51013,
500,Republican,ALEXANDRIA,VA,22305,51013,
1000,Republican,ALEXANDRIA,VA,22305,51013,
250,Republican,ALEXANDRIA,VA,22305,51013,
500,Democratic,ALEXANDRIA,VA,22305,51013,
500,Republican,ALEXANDRIA,VA,22305,51013,
500,Democratic,ALEXANDRIA,VA,22305,51013,
250,Republican,ALEXANDRIA,VA,22305,51013,
500,Democratic,ALEXANDRIA,VA,22305,51013,
250,Republican,ALEXANDRIA,VA,22305,51013,
250,Republican,ALEXANDRIA,VA,22305,51013,
500,Republican,ALEXANDRIA,VA,22305,51013,
500,Republican,ALEXANDRIA,VA,22305,51013,
250,Republican,ALEXANDRIA,VA,22305,51013,
500,Republican,ALEXANDRIA,VA,22305,51013,
1000,Republican,ALEXANDRIA,VA,22305,51013,
500,Democratic,ALEXANDRIA,VA,22305,51013,
500,Democratic,ALEXANDRIA,VA,22305,51013,
500,Republican,ALEXANDRIA,VA,22305,51013,
500,Democratic,ALEXANDRIA,VA,22305,51013,
250,Republican,ALEXANDRIA,VA,22305,51013,
250,Republican,ALEXANDRIA,VA,22305,51013,
250,Democratic,ALEXANDRIA,VA,22305,51013,
1000,Democratic,ALEXANDRIA,VA,22305,51013,
1000,,ALEXANDRIA,VA,22305,51013,
1500,Republican,ALEXANDRIA,VA,22305,51013,
680,Democratic,ALEXANDRIA,VA,22305,51013,
1000,Democratic,ALEXANDRIA,VA,22305,51013,
1000,Republican,ALEXANDRIA,VA,22305,51013,
1000,Democratic,ALEXANDRIA,VA,22305,51013,
250,Republican,ALEXANDRIA,VA,22305,51013,
500,Republican,ALEXANDRIA,VA,22305,51013,
1000,Democratic,ALEXANDRIA,VA,22305,51013,
2000,Democratic,ALEXANDRIA,VA,22305,51013,
1000,Republican,ALEXANDRIA,VA,22305,51013,
500,Democratic,ALEXANDRIA,VA,22305,51013,
1000,Democratic,ALEXANDRIA,VA,22305,51013,
1000,Democratic,ALEXANDRIA,VA,22305,51013,
-500,Democratic,ALEXANDRIA,VA,22305,51013,
-1000,Democratic,ALEXANDRIA,VA,22305,51013,
250,Republican,ALEXANDRIA,VA,22305,51013,
-250,Republican,ALEXANDRIA,VA,22305,51013,
250,Republican,ALEXANDRIA,VA,22305,51013,
2000,Democratic,ALEXANDRIA,VA,22305,51013,
480,Democratic,ALEXANDRIA,VA,22306,51013,
500,Republican,ALEXANDRIA,VA,22306,51013,
500,Democrat-Farm-Labor,ALEXANDRIA,VA,22306,51013,
500,Democratic,ALEXANDRIA,VA,22306,51013,
500,Democratic,ALEXANDRIA,VA,22306,51013,
500,Republican,ALEXANDRIA,VA,22306,51013,
500,Democratic,ALEXANDRIA,VA,22306,51013,
500,Republican,ALEXANDRIA,VA,22306,51013,
1000,Democratic,ALEXANDRIA,VA,22306,51013,
500,Democratic,ALEXANDRIA,VA,22306,51013,
500,Democratic,ALEXANDRIA,VA,22306,51013,
700,Democratic,ALEXANDRIA,VA,22306,51013,
300,Democratic,ALEXANDRIA,VA,22306,51013,
500,Democratic,ALEXANDRIA,VA,22306,51013,
500,Democratic,ALEXANDRIA,VA,22306,51013,
250,Republican,ALEXANDRIA,VA,22306,51013,
250,Republican,ALEXANDRIA,VA,22306,51013,
1000,Democratic,ALEXANDRIA,VA,22306,51013,
500,Democratic,ALEXANDRIA,VA,22306,51013,
500,Democratic,ALEXANDRIA,VA,22306,51013,
1500,Democratic,ALEXANDRIA,VA,22306,51013,
500,Democratic,ALEXANDRIA,VA,22306,51013,
1000,Democratic,ALEXANDRIA,VA,22306,51013,
5000,Republican,ALEXANDRIA,VA,22306,51013,
2000,Republican,ALEXANDRIA,VA,22306,51013,
250,Republican,ALEXANDRIA,VA,22307,51013,
1000,Republican,ALEXANDRIA,VA,22307,51013,
250,Democratic,ALEXANDRIA,VA,22307,51013,
500,,ALEXANDRIA,VA,22307,51013,
2700,Democratic,ALEXANDRIA,VA,22307,51013,
500,Democratic,ALEXANDRIA,VA,22307,51013,
2300,Democratic,ALEXANDRIA,VA,22307,51013,
1700,Democratic,ALEXANDRIA,VA,22307,51013,
300,Republican,ALEXANDRIA,VA,22307,51013,
500,Republican,ALEXANDRIA,VA,22307,51013,
1000,,ALEXANDRIA,VA,22307,51013,
500,Republican,ALEXANDRIA,VA,22307,51013,
2700,Republican,ALEXANDRIA,VA,22307,51013,
2500,Republican,ALEXANDRIA,VA,22307,51013,
250,Republican,ALEXANDRIA,VA,22307,51013,
500,Republican,ALEXANDRIA,VA,22307,51013,
1000,Republican,ALEXANDRIA,VA,22307,51013,
500,Republican,ALEXANDRIA,VA,22307,51013,
1000,Republican,ALEXANDRIA,VA,22307,51013,
1000,Republican,ALEXANDRIA,VA,22307,51013,
500,Republican,ALEXANDRIA,VA,22307,51013,
2500,Republican,ALEXANDRIA,VA,22307,51013,
500,Republican,ALEXANDRIA,VA,22307,51013,
2500,Republican,ALEXANDRIA,VA,22307,51013,
2300,Republican,ALEXANDRIA,VA,22307,51013,
2700,Republican,ALEXANDRIA,VA,22307,51013,
2700,Republican,ALEXANDRIA,VA,22307,51013,
1000,Republican,ALEXANDRIA,VA,22307,51013,
500,Democratic,ALEXANDRIA,VA,22307,51013,
500,Republican,ALEXANDRIA,VA,22307,51013,
2000,Republican,ALEXANDRIA,VA,22307,51013,
1000,Republican,ALEXANDRIA,VA,22307,51013,
300,Republican,ALEXANDRIA,VA,22307,51013,
1700,Republican,ALEXANDRIA,VA,22307,51013,
400,Republican,ALEXANDRIA,VA,22307,51013,
