TransactionAmount,RecipientCommitteeParty,DonorCity,DonorState,DonorZipCode,ID,
1000,Republican,WASHINGTON,DC,20001,42029,
1500,Democrat-Farm-Labor,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
2000,,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
3000,Republican,WASHINGTON,DC,20001,42029,
-1000,Republican,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
-2500,Democratic,WASHINGTON,DC,20001,42029,
-1000,Republican,WASHINGTON,DC,20001,42029,
-5000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
-1500,Democrat-Farm-Labor,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
5000,Democrat-Farm-Labor,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2500,,WASHINGTON,DC,20001,42029,
1500,,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1500,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
-1000,Democratic,WASHINGTON,DC,20001,42029,
1000,,WASHINGTON,DC,20001,42029,
4000,,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1500,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
2500,,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
-5000,Republican,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
2500,Democrat-Farm-Labor,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
3000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
500,Democratic,WASHINGTON,DC,20001,42029,
1500,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
1500,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1500,Democratic,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
500,,WASHINGTON,DC,20001,42029,
500,,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
1500,Democratic,WASHINGTON,DC,20001,42029,
500,Democratic,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
1500,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
1917,Republican,WASHINGTON,DC,20001,42029,
3,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
78,Republican,WASHINGTON,DC,20001,42029,
500,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1500,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1500,Republican,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1500,Democratic,WASHINGTON,DC,20001,42029,
1500,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
1500,Democratic,WASHINGTON,DC,20001,42029,
1500,Independent,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
3000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
2500,,WASHINGTON,DC,20001,42029,
3000,Republican,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
1500,Republican,WASHINGTON,DC,20001,42029,
1000,,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1500,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
1500,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
1500,,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2500,,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
2000,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
500,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democrat-Farm-Labor,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
2500,,WASHINGTON,DC,20001,42029,
2500,,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
3000,Republican,WASHINGTON,DC,20001,42029,
3000,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
3000,Republican,WASHINGTON,DC,20001,42029,
4000,Republican,WASHINGTON,DC,20001,42029,
3000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
3000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
3000,,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
1500,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
1500,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
1500,Democratic,WASHINGTON,DC,20001,42029,
1500,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
2000,Independent,WASHINGTON,DC,20001,42029,
3000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
5000,,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
230,Democratic,WASHINGTON,DC,20001,42029,
2270,Democratic,WASHINGTON,DC,20001,42029,
1000,Independent,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2000,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
2500,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
5000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
-2500,Republican,WASHINGTON,DC,20001,42029,
-3000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
-5000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
5000,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1000,Republican,WASHINGTON,DC,20001,42029,
1500,Republican,WASHINGTON,DC,20001,42029,
2500,Democratic,WASHINGTON,DC,20001,42029,
1000,Democratic,WASHINGTON,DC,20001,42029,
